timestamp,irradiance_W_m2,temp_C,humidity_pct,wind_speed_kmph,precipitation_probability_pct,air_pressure_hPa,uv_index
04/01/2022 01:00,0,16.7,54.3,11.9,6.7,1012.8,0
04/01/2022 02:00,0,16.7,54.4,11.7,7.9,1012.08,0
04/01/2022 03:00,20.11,16.7,54.3,8.88,3.4,1014.61,0
04/01/2022 04:00,0,16.7,54.3,9.66,9.7,1014.65,0
04/01/2022 05:00,18,17.34,56.3,8.84,10.8,1012.91,0
04/01/2022 06:00,0,18.77,53.6,8.53,0,1013.59,0
04/01/2022 07:00,60.17,20.7,56.1,7,23.9,1013.22,0
04/01/2022 08:00,283.27,21.97,56.4,8.04,1.9,1012.44,0.89
04/01/2022 09:00,459.93,23.48,57,9.21,8.1,1012.26,2.49
04/01/2022 10:00,638.45,24.85,52.7,6.7,5.1,1012.04,4.37
04/01/2022 11:00,748.25,25.61,50,9.96,9.9,1013.97,5.73
04/01/2022 12:00,734.84,26.82,47.3,9.45,12.5,1013.1,5.85
04/01/2022 13:00,720.8,27.36,46.2,8.91,6.3,1010.98,5.19
04/01/2022 14:00,621.26,27.87,45.2,10.18,3.5,1012.59,4.12
04/01/2022 15:00,447.62,27.76,47,9.98,17.2,1012.53,2.37
04/01/2022 16:00,232.47,25.94,44.6,11.22,20.6,1012.18,0.87
04/01/2022 17:00,30.62,24.41,46.3,11.58,6.8,1012.25,0
04/01/2022 18:00,0,23.7,45.4,13.39,10,1012.3,0
04/01/2022 19:00,0,22.27,42.6,13.65,5.2,1011.67,0
04/01/2022 20:00,9.17,20.82,42.8,10.91,14.5,1011.56,0
04/01/2022 21:00,7.29,19.24,41.6,9.98,4.8,1013.15,0
04/01/2022 22:00,10.06,17.05,48.8,12.02,15.6,1012.46,0
04/01/2022 23:00,0,16.7,47.6,11.25,14.7,1012.3,0
05/01/2022 00:00,0.24,16.7,51.3,11.38,3,1013.19,0
05/01/2022 01:00,2.87,16.7,48.8,13.05,1.4,1013.88,0
05/01/2022 02:00,6.65,16.7,54.5,10.36,9.8,1013.4,0
05/01/2022 03:00,0,16.7,53.7,9,10.8,1011.68,0
05/01/2022 04:00,8.56,16.7,54.8,9.33,9,1013.9,0
05/01/2022 05:00,0,16.82,53.3,7.81,5.8,1014.5,0
05/01/2022 06:00,6.39,19,55.2,10.86,5.9,1013.41,0
05/01/2022 07:00,50.15,20.26,57.3,6.77,4.3,1011.55,0
05/01/2022 08:00,280.03,21.77,54.1,6.93,13.6,1014.6,0.88
05/01/2022 09:00,488.88,23.31,53.5,11.42,7.9,1014.86,2.66
05/01/2022 10:00,653.16,24.62,50.7,10.44,7.3,1012.56,4.25
05/01/2022 11:00,721.8,26.05,54.4,10.36,2.2,1012.59,5.76
05/01/2022 12:00,753.92,26.48,49.6,11.22,8.3,1013.04,5.97
05/01/2022 13:00,720.66,27.58,50.1,9.59,9.3,1013.68,5.21
05/01/2022 14:00,624.77,27.86,45.7,8.81,8.6,1014.01,4.27
05/01/2022 15:00,425.2,28.03,45.9,9.27,11.3,1013.62,2.44
05/01/2022 16:00,226.01,25.17,45,12.2,18.1,1010.75,0.88
05/01/2022 17:00,38.78,24.91,42.6,10.48,16.1,1014.96,0
05/01/2022 18:00,0,24.18,44.1,11.55,1.1,1014.03,0
05/01/2022 19:00,1.42,22.5,44.2,13.32,5.8,1013.83,0
05/01/2022 20:00,1.45,20.87,45.9,13.52,2.2,1012.5,0
05/01/2022 21:00,0,19.24,44.2,11.93,2.2,1013.23,0
05/01/2022 22:00,3.58,17.59,45.7,12.13,1.1,1014.27,0
05/01/2022 23:00,11,16.7,47.6,13.39,5.2,1013.04,0
06/01/2022 00:00,0,16.7,49.4,11.41,11.6,1013.53,0
06/01/2022 01:00,9.18,16.7,52.8,9.29,15.4,1014.04,0
06/01/2022 02:00,5.58,16.7,54.5,9.6,9.7,1013.18,0
06/01/2022 03:00,0,16.7,52.9,11.36,8.3,1012.27,0
06/01/2022 04:00,1.02,16.7,56.2,9.22,10.7,1013,0
06/01/2022 05:00,10.06,17.4,52.6,9.79,5.8,1012.53,0
06/01/2022 06:00,0,19.02,56.6,9.9,6,1013.26,0
06/01/2022 07:00,63.15,20.75,56.9,9.67,0.2,1014.47,0
06/01/2022 08:00,274.72,22.34,53.4,8.71,0.5,1011.78,0.83
06/01/2022 09:00,499.41,23.55,50.9,8.13,5.6,1012.68,2.51
06/01/2022 10:00,628.92,24.89,52,7.16,14.1,1012.3,4.05
06/01/2022 11:00,716.89,25.57,50,11.31,15.1,1013.37,5.21
06/01/2022 12:00,736.54,26.58,52,9.62,15.6,1010.63,5.66
06/01/2022 13:00,706.72,27.66,46.8,10.38,1.5,1013.91,5.44
06/01/2022 14:00,595.71,28.31,44.5,10.38,11.6,1013.07,4.15
06/01/2022 15:00,420.09,27.77,46.3,11.07,6.2,1014.9,2.68
06/01/2022 16:00,217.57,25.4,46.5,11.01,4.6,1014.58,0.79
06/01/2022 17:00,41.11,25.12,42.2,9.17,4.8,1012.18,0
06/01/2022 18:00,0,24.05,45.3,11.36,9.5,1013.01,0
06/01/2022 19:00,0,22.54,42.7,10.68,15.4,1013.21,0
06/01/2022 20:00,7.51,20.39,45.1,11.71,0,1012.02,0
06/01/2022 21:00,0,19.41,46.2,12.4,7.8,1014.31,0
06/01/2022 22:00,11.28,17.55,47.4,11.45,10.2,1013.91,0
06/01/2022 23:00,6.53,16.7,50.5,11.88,4.4,1013.41,0
07/01/2022 00:00,16.58,16.88,51.7,11.71,9.9,1011.57,0
07/01/2022 01:00,2.7,16.7,53.4,9.06,5.1,1012.86,0
07/01/2022 02:00,0,16.7,52.9,11.34,13,1014.62,0
07/01/2022 03:00,0,16.7,52.8,10.69,6.4,1012.35,0
07/01/2022 04:00,0,16.7,53.9,8.74,8.4,1012.52,0
07/01/2022 05:00,9.31,17.3,58.1,9.66,6.1,1012.82,0
07/01/2022 06:00,0,18.6,54.3,8.99,16.3,1012.6,0
07/01/2022 07:00,64.72,20.17,53.2,8.62,0,1012.2,0
07/01/2022 08:00,281.32,21.93,56.7,9.3,0,1012.11,0.94
07/01/2022 09:00,502.75,24.27,55.8,9.82,12.4,1014.8,2.65
07/01/2022 10:00,638.5,24.54,52.7,10.78,0,1014.02,4.46
07/01/2022 11:00,731.82,25.67,54.4,8.35,7,1011.98,5.65
07/01/2022 12:00,757.58,26.38,52,9.13,13.8,1014.93,5.8
07/01/2022 13:00,728.65,27.79,45.9,11.87,12.7,1011.07,5.12
07/01/2022 14:00,599.51,27.82,46.2,9.65,9.8,1012.38,4.22
07/01/2022 15:00,436.48,27.3,44.7,12.62,1.7,1014.3,2.35
07/01/2022 16:00,236.8,25.03,44.3,10.28,13.2,1013.89,0.87
07/01/2022 17:00,27.48,24.48,45.8,13.31,9.1,1014.08,0
07/01/2022 18:00,0,24.22,44.4,10.55,11.8,1013.16,0
07/01/2022 19:00,0,22.43,42.7,12.48,0,1013.32,0
07/01/2022 20:00,6.08,21.15,45.8,13.36,11.5,1012.1,0
07/01/2022 21:00,0,18.82,42.6,12.6,18.8,1012.91,0
07/01/2022 22:00,11.39,16.83,45.5,10.85,21.9,1012.46,0
07/01/2022 23:00,0,16.7,46.9,12.37,0,1012.17,0
08/01/2022 00:00,0,16.7,50.3,12.11,12.5,1012.94,0
08/01/2022 01:00,0,16.7,53.5,10.24,7.8,1014.03,0
08/01/2022 02:00,0,16.7,54.1,9.84,1.9,1012.02,0
08/01/2022 03:00,0.73,16.7,57,11.36,2.9,1014.15,0
08/01/2022 04:00,6.24,16.7,54.3,7.36,4.3,1012.61,0
08/01/2022 05:00,7.92,17.4,56.8,10.89,17.6,1012.15,0
08/01/2022 06:00,2.2,18.74,55.8,8.2,10,1013.26,0
08/01/2022 07:00,61.22,20.26,56.1,9.62,4.3,1013.6,0
08/01/2022 08:00,273.86,22.24,56.8,7.7,7.3,1012.78,0.98
08/01/2022 09:00,484.14,23.57,56.1,6.67,11,1012.7,2.55
08/01/2022 10:00,625.09,24.91,56.3,9.93,7.6,1012.98,4.31
08/01/2022 11:00,726.16,25.81,51.3,8.22,9.6,1012.65,5.22
08/01/2022 12:00,729.91,27.09,45.4,9.82,13.9,1013.74,5.89
08/01/2022 13:00,692.46,27.52,48.3,8.66,7.1,1014.35,5.72
08/01/2022 14:00,594.83,27.74,44.1,9.99,11.6,1012.71,4.35
08/01/2022 15:00,440.61,28.1,44.2,8.31,6.5,1011.97,2.54
08/01/2022 16:00,217.58,26.16,43.4,11,3.2,1014.02,0.82
08/01/2022 17:00,15.87,25.14,44.1,12.63,10.2,1013.13,0
08/01/2022 18:00,2.97,24.24,44.2,10.78,5,1014.84,0
08/01/2022 19:00,3.78,22.04,43.8,12.79,7.1,1012.56,0
08/01/2022 20:00,0.49,21.05,47.5,12.2,10.8,1011.42,0
08/01/2022 21:00,0,19.36,45.2,14.06,5.1,1013.01,0
08/01/2022 22:00,12.09,17.09,50.1,14.08,15.6,1014.03,0
08/01/2022 23:00,0,16.7,48.9,10.03,7.1,1013.21,0
09/01/2022 00:00,11.52,16.7,49.8,10.98,5.4,1014.42,0
09/01/2022 01:00,8.15,16.7,51.8,9.58,6,1014.34,0
09/01/2022 02:00,0,16.7,49,11.31,3,1013.38,0
09/01/2022 03:00,0,16.7,53.8,10.47,17,1014.51,0
09/01/2022 04:00,7.7,16.7,58.8,8.96,3.1,1010.9,0
09/01/2022 05:00,12.4,17.74,56.1,9.27,15.8,1011.86,0
09/01/2022 06:00,9.29,19.08,55,9.77,0.5,1011.61,0
09/01/2022 07:00,58.76,20.93,56.3,6.97,1.2,1017.03,0
09/01/2022 08:00,263.1,21.8,52.9,8,18.2,1013.21,0.96
09/01/2022 09:00,473.48,23.42,53.3,10.16,7.6,1013.07,2.64
09/01/2022 10:00,630.61,24.64,53.4,8.28,5.5,1012.89,4.06
09/01/2022 11:00,741.78,25.69,51.7,9.14,10.6,1011.8,5.25
09/01/2022 12:00,730.95,26.71,49.5,8.73,4.9,1011.13,5.71
09/01/2022 13:00,705.44,27.66,49.8,8.47,8.9,1013.09,5.49
09/01/2022 14:00,593.41,27.78,48.5,10.57,1.5,1012.95,3.87
09/01/2022 15:00,432.16,28.12,45.5,10.52,4.2,1013.76,2.49
09/01/2022 16:00,217.36,25.48,43.5,11.16,14.2,1013.04,0.83
09/01/2022 17:00,29.65,24.97,43.7,12.99,0,1011.16,0
09/01/2022 18:00,0,23.8,43.1,11.3,5.2,1015.4,0
09/01/2022 19:00,1.61,22.88,46.5,11.12,12.9,1014.01,0
09/01/2022 20:00,0,20.47,46.7,12.12,7.3,1014.86,0
09/01/2022 21:00,3.09,19.05,44.7,12.93,14.6,1012.28,0
09/01/2022 22:00,4.88,17.89,49.3,12.24,14.9,1013.63,0
09/01/2022 23:00,11.78,16.7,47.8,10.96,2.3,1013.48,0
10/01/2022 00:00,0,16.7,51.8,10.04,8.2,1013.75,0
10/01/2022 01:00,2.69,16.7,53.4,9.48,3.9,1014.48,0
10/01/2022 02:00,0,16.7,51.8,11.24,9,1011.92,0
10/01/2022 03:00,2.14,16.7,55.4,11.49,4.5,1011,0
10/01/2022 04:00,2.04,16.7,55.2,11.89,15.4,1012.31,0
10/01/2022 05:00,1.02,17.87,54.4,7.84,5,1013.57,0
10/01/2022 06:00,9.75,18.82,58,9.33,15.1,1010.83,0
10/01/2022 07:00,67.97,20.35,55.6,9.23,6.1,1013.32,0
10/01/2022 08:00,281.54,21.81,52.4,10.26,7.7,1015.26,0.92
10/01/2022 09:00,472.68,23.67,55.9,9.55,4.9,1011.07,2.83
10/01/2022 10:00,602.51,24.43,52.5,8.93,9.9,1013.88,3.85
10/01/2022 11:00,714.9,25.68,52.1,8.2,0,1012.68,5.47
10/01/2022 12:00,733.68,26.68,51.6,6.18,23.4,1013.1,5.37
10/01/2022 13:00,699.63,26.97,48.4,7.93,0,1012.08,4.91
10/01/2022 14:00,572.95,27.71,47.6,10.77,4.5,1013.66,3.98
10/01/2022 15:00,431.73,27.94,45.4,10.84,0,1015.79,2.43
10/01/2022 16:00,226.69,25.5,45.9,12.68,0,1011.47,0.85
10/01/2022 17:00,33.57,24.79,42.8,11.55,10.6,1012.09,0
10/01/2022 18:00,0,24.65,43.6,11.49,14.5,1013.71,0
10/01/2022 19:00,0,22.28,41.5,12.43,6.3,1013.59,0
10/01/2022 20:00,0,20.93,45.7,13.21,9.5,1014.25,0
10/01/2022 21:00,0,18.85,45.2,12.69,3.9,1012.59,0
10/01/2022 22:00,4.06,16.72,46.2,12.15,3.2,1012.39,0
10/01/2022 23:00,0,16.7,46.6,13.12,9.1,1013.49,0
11/01/2022 00:00,2.32,16.7,50.9,12.75,9.3,1013.15,0
11/01/2022 01:00,0,16.7,51.3,10.37,17,1012.51,0
11/01/2022 02:00,1.18,16.7,52.8,11.53,0.1,1012.96,0
11/01/2022 03:00,0,16.7,52.8,9.33,6.5,1012.76,0
11/01/2022 04:00,9.79,16.7,55.2,10.67,6.8,1013.7,0
11/01/2022 05:00,8.24,17.89,54.1,8.79,2.7,1013.23,0
11/01/2022 06:00,0,18.82,56.9,9.81,13.5,1013.2,0
11/01/2022 07:00,59.34,20.62,55.2,9.14,23,1012.86,0
11/01/2022 08:00,265.9,21.9,56.1,6.46,5.6,1013.5,0.86
11/01/2022 09:00,476.92,23.36,52.2,7.9,18.2,1012.99,2.87
11/01/2022 10:00,632.55,24.57,54.4,10.62,4.6,1011.79,4.41
11/01/2022 11:00,710.5,25.91,50.5,9.79,2,1012.26,4.92
11/01/2022 12:00,757.37,26.19,50.9,10.71,8,1012.95,5.65
11/01/2022 13:00,726.72,27.47,48.8,11.81,10.4,1012.77,4.83
11/01/2022 14:00,580.74,28.02,46.6,8.54,4.9,1014.09,4.09
11/01/2022 15:00,433.94,27.52,48.4,10.85,14.2,1011.37,2.35
11/01/2022 16:00,223.49,25.41,44.4,11.68,4,1014.89,0.87
11/01/2022 17:00,32.5,24.76,49.1,9.68,0.9,1014.32,0
11/01/2022 18:00,0,24.03,44.3,13.28,6.8,1012.48,0
11/01/2022 19:00,13.84,21.92,46.1,11.86,15.8,1014.24,0
11/01/2022 20:00,0,20.83,45.1,12.7,11.6,1012.33,0
11/01/2022 21:00,0,18.91,45.2,12.82,2,1013.7,0
11/01/2022 22:00,0,17.75,46.9,12.42,5.8,1012.87,0
11/01/2022 23:00,6.58,16.7,50.4,11.4,5.7,1011.16,0
12/01/2022 00:00,0,16.7,48.2,12.64,11.4,1013.48,0
12/01/2022 01:00,3.57,16.7,53.2,8.77,5.7,1011.37,0
12/01/2022 02:00,0,16.7,51.8,10.88,4.1,1013.33,0
12/01/2022 03:00,0,16.7,57.6,10.68,2.2,1016,0
12/01/2022 04:00,2.19,16.7,57.2,10.22,6.5,1014.26,0
12/01/2022 05:00,0,17.5,57.1,9.73,1.6,1013.49,0
12/01/2022 06:00,8.89,18.45,56.1,8.49,15.1,1013.69,0
12/01/2022 07:00,43.08,20.66,55.5,9.38,15.7,1012.96,0
12/01/2022 08:00,288.44,22.26,55.7,9.59,3.4,1009.99,1.03
12/01/2022 09:00,484.16,23.6,55,9.44,18.2,1012.57,2.77
12/01/2022 10:00,637.9,24.91,53.2,8.94,11.2,1012.29,4.49
12/01/2022 11:00,730.3,25.71,50.7,8.31,6.6,1014.89,4.98
12/01/2022 12:00,742.64,26.39,49.6,10.81,4.4,1012.59,5.36
12/01/2022 13:00,716.86,27.22,48.2,9.13,7.7,1015.51,5.39
12/01/2022 14:00,607.94,28.41,46.9,11.92,5.7,1013.58,4.27
12/01/2022 15:00,436.03,27.58,47.1,8.42,5.6,1012.64,2.7
12/01/2022 16:00,207.86,25.65,43.6,9.35,0.5,1013.65,0.88
12/01/2022 17:00,31.05,25.06,45.9,10.07,14.9,1014.89,0
12/01/2022 18:00,0,24.12,46,12.8,14.7,1012.88,0
12/01/2022 19:00,20.06,22.86,45.3,13.14,11,1013.22,0
12/01/2022 20:00,0,20.99,46.3,13.28,13.8,1012.69,0
12/01/2022 21:00,0,18.89,45.5,11.86,2.1,1014.59,0
12/01/2022 22:00,0,16.93,48.7,13.46,0.7,1012.61,0
12/01/2022 23:00,2.61,16.7,48,12.56,0,1010.67,0
13/01/2022 00:00,18.05,17.1,48.1,10.21,14.6,1012.74,0
13/01/2022 01:00,9.77,16.7,52.7,8.86,6.4,1012.71,0
13/01/2022 02:00,3.75,16.7,52.2,9.63,1.3,1011.22,0
13/01/2022 03:00,11.79,16.7,53.4,10.84,7.7,1012.77,0
13/01/2022 04:00,0,16.7,55.4,8.27,8.2,1012.86,0
13/01/2022 05:00,0,17.13,56.4,9.16,7.9,1011.94,0
13/01/2022 06:00,0,18.88,56.3,9.15,14.1,1012.29,0
13/01/2022 07:00,61.98,20.68,58.3,10.25,6.7,1012.76,0
13/01/2022 08:00,272.41,21.91,58.3,8.2,14.3,1011.75,0.89
13/01/2022 09:00,461.82,23.15,53.5,8.46,9.7,1012.86,2.83
13/01/2022 10:00,621.64,24.61,55.5,8.39,4.6,1015.06,4.33
13/01/2022 11:00,707.59,25.78,49.5,8.93,8.2,1012.63,5.16
13/01/2022 12:00,760.88,26.85,48.3,8.6,8.2,1012.72,5.62
13/01/2022 13:00,696.31,26.76,49.2,8.39,0,1012.74,5.61
13/01/2022 14:00,591.66,27.47,50,9.33,13.7,1011.46,3.98
13/01/2022 15:00,433.53,28.21,46.4,10.79,4.7,1011.27,2.64
13/01/2022 16:00,228.44,25.71,45.5,8.29,17.8,1012.41,0.84
13/01/2022 17:00,37.05,24.61,44.6,12.12,16.1,1012.62,0
13/01/2022 18:00,0,23.71,47.3,11.95,6.7,1012.09,0
13/01/2022 19:00,0,22.48,43.9,13.36,12.9,1012.42,0
13/01/2022 20:00,4.17,21.44,43.4,10.36,12.7,1012.89,0
13/01/2022 21:00,0,19.16,47.3,13.51,3.3,1014.02,0
13/01/2022 22:00,0,17.49,45.8,12.22,11,1012.31,0
13/01/2022 23:00,3.21,16.7,52.2,12.52,11.2,1011.01,0
14/01/2022 00:00,6.49,16.7,46.9,13.22,0,1012.93,0
14/01/2022 01:00,1.73,16.7,51,11.34,10.8,1013.4,0
14/01/2022 02:00,2.47,16.7,49.6,10.57,7.8,1012.46,0
14/01/2022 03:00,10.37,16.7,54.7,9.12,15.7,1013.21,0
14/01/2022 04:00,9.12,16.7,53.3,8.18,10.9,1012.93,0
14/01/2022 05:00,0,16.95,55,8,6.8,1013.24,0
14/01/2022 06:00,1.14,18.68,55.9,8.72,16,1010.95,0
14/01/2022 07:00,61.9,20.47,55.4,8.19,0,1012.8,0
14/01/2022 08:00,261.57,22.16,54.8,10.62,13,1014.89,0.9
14/01/2022 09:00,478.89,23.4,54.6,9,7.5,1012.03,2.81
14/01/2022 10:00,641.08,25.05,54.1,8.98,12.8,1014.2,3.97
14/01/2022 11:00,691.99,25.72,57.2,9.52,0.8,1012.76,5.18
14/01/2022 12:00,744.47,26.69,49.6,10.66,2.3,1015.01,5.85
14/01/2022 13:00,706.14,27.34,49.4,8.46,9.8,1012.12,5.06
14/01/2022 14:00,585.28,27.98,47.2,10.33,3.2,1011.63,3.99
14/01/2022 15:00,440.91,27.9,45.8,11.4,20.6,1013.82,2.43
14/01/2022 16:00,233.02,25.55,44.6,12.26,5.5,1013.68,0.88
14/01/2022 17:00,30.43,25.03,42,10.55,1.3,1012.42,0
14/01/2022 18:00,6.31,24.01,43.5,12.59,1.9,1012.66,0
14/01/2022 19:00,9.11,22.27,46.6,11.77,8,1013.83,0
14/01/2022 20:00,0,20.85,44,13.68,2.4,1012.75,0
14/01/2022 21:00,5.61,19.13,45.7,12.13,8.6,1012.35,0
14/01/2022 22:00,0,17.4,45.5,13.18,6.4,1012.69,0
14/01/2022 23:00,0,16.7,50.7,11.58,8.2,1013.86,0
15/01/2022 00:00,2.94,16.7,50.1,11.12,22.9,1012.69,0
15/01/2022 01:00,0,16.7,54.1,8.43,6.3,1012.02,0
15/01/2022 02:00,0,16.7,49.9,12.26,7.8,1014.7,0
15/01/2022 03:00,0.99,16.7,52.2,10.33,12.1,1012.8,0
15/01/2022 04:00,16.19,16.7,55.9,11.08,4.4,1013.45,0
15/01/2022 05:00,0,17.59,55,8.69,4.4,1012.75,0
15/01/2022 06:00,7.49,19.3,56.7,7.63,3.1,1012.99,0
15/01/2022 07:00,72.09,20.45,57.8,10.62,0,1011.12,0
15/01/2022 08:00,296.19,22,55.1,6.7,0.5,1013.18,0.95
15/01/2022 09:00,473.56,23.23,53.8,9.4,18.4,1014.1,2.61
15/01/2022 10:00,632.95,24.73,54.4,8.8,12.2,1012.73,3.86
15/01/2022 11:00,713.44,25.68,53.4,9.39,0,1013.94,5.49
15/01/2022 12:00,740.92,26.57,49.3,9.94,12.5,1014.35,5.25
15/01/2022 13:00,696.49,27.17,48.1,9.83,6.8,1013.79,5.24
15/01/2022 14:00,570.99,27.95,45,10.12,3.6,1013.65,3.99
15/01/2022 15:00,422.73,27.63,46.4,11.46,5.8,1012.35,2.45
15/01/2022 16:00,209.74,25.25,45.9,10.99,12.2,1012.71,0.97
15/01/2022 17:00,27.54,24.93,43.9,9.12,10.6,1013.65,0
15/01/2022 18:00,0,23.82,43.8,11.53,6.8,1012.89,0
15/01/2022 19:00,0,23.13,40.9,11.39,15.1,1013.59,0
15/01/2022 20:00,2.49,21.07,45.5,10.98,0,1013.11,0
15/01/2022 21:00,3.06,19.27,44.7,12.82,14.1,1012.62,0
15/01/2022 22:00,0,17,49,12.16,11.1,1015.46,0
15/01/2022 23:00,0,16.7,46.8,13.83,11.4,1012.97,0
16/01/2022 00:00,5.03,16.73,49.4,11.16,7.3,1014.39,0
16/01/2022 01:00,3.24,16.7,52.8,11.97,4.3,1011.85,0
16/01/2022 02:00,11.71,16.7,55.6,10,14.1,1011.77,0
16/01/2022 03:00,0,16.7,52.2,8.97,10.5,1014.25,0
16/01/2022 04:00,7.33,16.7,55.7,9.88,8,1015.65,0
16/01/2022 05:00,0,16.94,54.6,9.3,6.4,1016.4,0
16/01/2022 06:00,8.11,19.03,54.3,9.67,0,1011.04,0
16/01/2022 07:00,60.3,20.85,57.4,6.77,8.7,1012.8,0
16/01/2022 08:00,281.77,21.93,55.4,6.01,11.1,1013.22,0.96
16/01/2022 09:00,481.85,23.56,54.5,8.58,3.9,1013.51,2.82
16/01/2022 10:00,641.44,24.83,52.1,7.29,8.7,1013.72,4.49
16/01/2022 11:00,729.89,26.03,54.5,8.49,14,1012.89,5.21
16/01/2022 12:00,750.07,26.51,50.4,10.73,4.3,1011.79,5.49
16/01/2022 13:00,728.17,26.95,49.1,8.92,22.1,1013.31,5.39
16/01/2022 14:00,610.61,28.01,49.8,12.88,10.7,1013.36,4.24
16/01/2022 15:00,426.62,27.47,48,13.35,8.3,1013.5,2.82
16/01/2022 16:00,226.36,25.38,45.6,10.84,12,1013.69,0.99
16/01/2022 17:00,26.59,24.39,45.3,12.55,3.7,1014.75,0
16/01/2022 18:00,1.82,23.8,45.3,11.94,10,1014.57,0
16/01/2022 19:00,0,21.8,44.7,12.98,21.8,1012.29,0
